B1_DESC;B1_DESC;Equivalencia;Cantidad;Cantidad Comprobantes;Cant Clientes;80/20;Meses Vendidos ;"Peso (Kg) 
(producto+empaque)";"Ancho (mm)
(producto+empaque)";"Largo(mm)
(producto+empaque)";"Alto(mm)
(producto+empaque)";Clasificacion CD
COR6SKF50;6PK1340;2426320;37;28;20;0,00%;16;0,1740;75;400;30;CC1
COR6SKF51;6PK1345;2426330;18;13;9;0,00%;10;0,1740;75;400;30;CC1
COR6SKF53;6PK1365;2426350;95;76;38;0,00%;32;0,1740;150;350;19;CB1
COR6SKF54;6PK1375;2426360;35;27;16;0,00%;17;0,1740;75;400;30;CC1
COR6SKF55;6PK1381;2426400;21;15;12;0,00%;13;0,1660;150;350;19;CC1
COR6SKF56;6PK1385;2426430;24;17;13;0,00%;12;;;;;CC1
COR6SKF57;6PK1388;2426450;38;27;22;0,00%;22;0,1800;150;350;19;CC1
COR6SKF58;6PK1390;2426480;57;38;21;0,00%;22;0,1770;75;400;30;CC1
COR6SKF59;6PK1395;2426490;2;2;2;0,00%;1;0,1770;75;400;30;CD2
COR6SKF60;6PK1400;2426500;145;100;47;0,00%;35;0,1680;150;350;19;CB1
COR6SKF61;6PK1415;2426550;30;22;12;0,00%;15;0,1700;150;350;19;CC1
COR6SKF62;6PK1420;2426600;51;42;23;0,00%;23;0,1700;150;350;19;CC1
COR6SKF63;6PK1435;2426650;162;101;47;0,01%;33;0,1720;150;350;19;CB1
COR6SKF64;6PK1462;2426700;46;36;27;0,00%;20;0,1900;75;670;21;CC1
COR6SKF65;6PK1468;2426750;39;30;17;0,00%;20;0,1760;150;350;19;CC1
COR6SKF66;6PK1500;2426800;172;122;56;0,01%;35;0,1900;75;350;21;CB1
COR6SKF67;6PK1515;2426850;94;69;39;0,00%;29;0,1820;150;350;19;CB1
COR6SKF69;6PK1545;2426900;177;111;56;0,01%;32;0,2000;75;370;21;BB1
COR6SKF70;6PK1550;2426920;190;128;64;0,01%;36;0,1960;150;350;30;BB1
COR6SKF71;6PK1555;2426950;1.817;1021;241;0,06%;36;0,1960;150;350;27;AA1
COR6SKF72;6PK1560;2426980;269;184;71;0,01%;36;0,1960;150;350;30;BB1
COR6SKF73;6PK1565;2427000;601;341;105;0,02%;36;0,1880;150;350;19;AB1
COR6SKF74;6PK1575;2427030;61;46;31;0,00%;26;0,1600;150;350;19;CB1
COR6SKF75;6PK1580;2427050;111;71;37;0,00%;35;0,1900;150;350;19;CB1
COR6SKF76;6PK1588;2427100;61;47;31;0,00%;25;0,1910;75;370;21;CC1
COR6SKF77;6PK1600;2427150;134;107;53;0,01%;36;0,1920;150;350;19;CB1
COR6SKF78;6PK1605;2427180;118;102;52;0,00%;32;0,1970;150;350;30;CB1
COR6SKF79;6PK1625;2427190;130;83;42;0,01%;28;0,1900;150;350;19;CB1
COR6SKF80;6PK1640;2427200;233;152;72;0,01%;36;0,1970;150;350;19;BB1
COR6SKF81;6PK1650;2427230;97;74;39;0,00%;30;0,1990;150;350;30;CB1
COR6SKF82;6PK1655;2427250;46;39;26;0,00%;23;0,2000;75;400;21;CC1
COR6SKF83;6PK1660;2427300;216;156;68;0,01%;33;0,1980;150;350;19;BB1
COR6SKF84;6PK1675;2427350;159;117;60;0,01%;34;0,2010;150;350;19;CB1
COR6SKF85;6PK1680;2427370;146;110;40;0,00%;33;;;;;CB1
COR6SKF86;6PK1690;2427400;329;231;91;0,01%;36;0,2100;75;420;21;BB1
COR6SKF87;6PK1700;2427450;1.488;889;185;0,04%;36;0,2100;75;400;21;AB1
COR6SKF88;6PK1710;2427500;661;414;116;0,02%;36;0,2050;150;350;19;AB1
COR6SKF89;6PK1715;2427530;421;240;74;0,02%;36;0,2100;150;350;30;BB1
COR6SKF90;6PK1718;2427550;258;188;67;0,01%;35;0,2100;150;350;19;BB1
COR6SKF91;6PK1725;2427600;378;228;88;0,01%;36;0,2200;150;350;19;BB1
COR6SKF92;6PK1740;2427650;524;285;86;0,01%;35;0,2090;75;415;21;BB1
COR6SKF93;6PK1750;2427670;431;245;84;0,01%;36;0,2110;150;350;30;BB1
COR6SKF94;6PK1755;2427700;320;186;68;0,01%;35;0,2110;150;350;19;BB1
COR6SKF95;6PK1760;2427750;126;86;33;0,01%;31;0,2110;150;350;19;CB1
COR6SKF96;6PK1765;2427760;63;50;24;0,00%;26;0,2150;150;350;30;CC1
COR6SKF97;6PK1780;2427770;467;278;108;0,02%;36;0,2150;150;350;30;BB1
COR6SKF98;6PK1790;2427790;411;195;82;0,02%;35;0,2150;150;350;30;BB1
COR6SKF99;6PK1795;2427800;874;435;119;0,03%;36;0,2150;150;350;19;AB1
COR6SKF100;6PK1805;2427850;36;31;26;0,00%;20;0,2170;75;415;21;CC1
COR6SKF101;6PK1815;2427900;314;232;98;0,01%;36;0,2180;150;350;19;BB1
COR6SKF104;6PK1830;2427950;335;247;86;0,01%;35;0,2200;150;350;19;BB1
COR6SKF107;6PK1842;2428000;49;46;28;0,00%;27;0,2210;150;350;19;CC1
COR6SKF109;6PK1855;2428050;47;43;34;0,00%;22;0,2230;150;350;19;CC1
COR6SKF110;6PK1865;2428100;107;75;40;0,01%;29;0,2240;150;350;19;CB1
COR6SKF111;6PK1875;2428120;778;437;159;0,03%;36;0,2260;150;350;30;AB1
COR6SKF112;6PK1885;2428150;388;234;89;0,01%;36;0,2260;150;350;19;BB1
COR6SKF113;6PK1900;2428200;242;158;74;0,01%;36;0,2280;150;350;19;BB1
COR6SKF114;6PK1905;2428250;113;78;42;0,00%;32;0,2290;150;350;19;CB1
COR6SKF115;6PK1920;2428300;211;130;51;0,01%;35;0,2300;75;450;21;BB1
COR6SKF116;6PK1930;2428350;197;151;65;0,01%;35;0,2320;150;350;19;CB1
COR6SKF117;6PK1955;2428400;60;42;27;0,00%;22;0,2350;75;450;21;CC1
COR6SKF118;6PK1960;2428450;18;15;13;0,00%;11;0,2350;150;350;19;CC1
COR6SKF119;6PK1975;2428480;25;24;16;0,00%;18;0,2390;150;350;30;CC1
COR6SKF120;6PK1995;2428500;9;9;7;0,00%;7;0,2390;150;350;19;CD2
COR6SKF121;6PK2030;2428550;16;14;11;0,00%;9;0,2440;150;350;19;CC1
COR6SKF122;6PK2050;2428600;63;44;22;0,00%;27;0,2460;150;350;19;CC1
COR6SKF123;6PK2070;2428605;9;6;5;0,00%;6;0,2500;150;400;30;CD1
COR6SKF124;6PK2080;2428650;28;21;14;0,00%;14;0,2500;150;350;19;CC1
COR6SKF125;6PK2100;2428700;108;87;45;0,00%;29;0,2520;150;350;19;CB1
COR6SKF126;6PK2120;2428750;63;49;27;0,00%;25;0,2500;80;500;21;CC1
COR6SKF127;6PK2195;2428800;64;47;29;0,00%;24;0,2630;150;350;19;CB1
COR6SKF128;6PK2210;2428850;356;234;88;0,02%;36;0,2650;150;350;19;BB1
COR6SKF130;6PK2240;2428900;1.985;920;183;0,08%;36;0,2690;150;350;19;AB1
COR6SKF131;6PK2250;2428920;429;234;82;0,02%;36;0,2690;150;400;30;BB1
COR6SKF132;6PK2263;2428950;193;109;52;0,01%;34;0,2720;150;350;19;BB1
COR6SKF133;6PK2270;2428980;307;175;71;0,02%;36;0,2730;150;400;30;BB1
COR6SKF134;6PK2275;2429000;256;147;69;0,01%;35;0,2730;150;350;19;BB1
COR6SKF136;6PK2295;2429002;27;13;9;0,00%;8;0,2760;150;400;30;CC1
COR6SKF137;6PK2325;2429050;309;197;86;0,02%;34;0,2790;150;350;19;BB1
COR6SKF138;6PK2345;2429100;349;174;72;0,02%;36;0,2810;85;515;21;BB1
COR6SKF139;6PK2440;2429150;7;7;4;0,00%;5;0,2500;150;350;19;CD2
COR6SKF129;6PK2236;2429180;244;123;45;0,01%;34;;;;;BB1
COR6SKF140;6PK2460;2429250;5;4;4;0,00%;4;0,2950;150;350;19;CD2
COR6SKF141;6PK2490;2429300;3;2;2;0,00%;2;0,2990;90;550;21;CD2
COR6SKF143;6PK0675;2429350;6;3;3;0,00%;3;0,0810;160;250;15;CD2
COR6SKF144;6PK0698;2429400;9;10;7;0,00%;7;0,0900;160;250;15;CD1
COR6SKF146;6PK0725;2429500;10;7;4;0,00%;7;0,0870;160;250;15;CD1
COR6SKF148;6PK0736;2429550;17;13;6;0,00%;12;0,1000;75;340;21;CD1
COR6SKF149;6PK0750;2429600;14;10;8;0,00%;10;0,0900;160;250;15;CD1
COR6SKF151;6PK0780;2429620;12;9;7;0,00%;8;0,0900;75;300;30;CD1
COR6SKF153;6PK0800;2429640;8;10;8;0,00%;7;0,0930;75;300;30;CD1
COR6SKF155;6PK0862;2429650;50;32;20;0,00%;21;0,1030;160;250;15;CC1
COR6SKF156;6PK0865;2429700;12;11;9;0,00%;10;0,1040;160;250;15;CC1
COR6SKF157;6PK0870;2429750;35;28;19;0,00%;19;0,1040;160;250;15;CC1
COR6SKF159;6PK0875;2429800;33;23;15;0,00%;14;0,1200;75;390;21;CC1
COR6SKF160;6PK0884;2429850;16;12;9;0,00%;10;0,1200;75;410;21;CD1
COR6SKF161;6PK0888;2429900;10;8;5;0,00%;6;0,1070;160;250;15;CD1
COR6SKF162;6PK0894;2429950;36;24;15;0,00%;18;0,1200;75;400;18;CC1
COR6SKF163;6PK0900;2430000;127;82;45;0,00%;33;0,1200;75;400;21;CB1
COR6SKF164;6PK0905;2430050;61;38;22;0,00%;20;0,1090;160;250;15;CC1
COR6SKF165;6PK0910;2430070;28;21;14;0,00%;17;0,1100;75;300;30;CC1
COR6SKF166;6PK0915;2430100;49;38;23;0,00%;23;0,1100;160;250;15;CC1
COR6SKF167;6PK0923;2430150;86;70;35;0,00%;26;0,1200;75;410;21;CB1
COR6SKF168;6PK0938;2430200;24;18;11;0,00%;14;0,1130;160;250;15;CC1
COR6SKF169;6PK0950;2430250;41;35;25;0,00%;23;0,1140;160;250;15;CC1
COR6SKF170;6PK0975;2430350;125;98;53;0,00%;35;0,1170;160;250;15;CB1
COR6SKF171;6PK0986;2430400;249;171;80;0,01%;36;0,1260;160;250;15;CB1
COR6SKF142;6PK2870;2430410;286;194;109;0,02%;35;;;;;BB1
COR6SKF3;6PK1015;2430420;33;24;17;0,00%;16;0,1230;75;400;30;CC1
COR6SKF32;6PK1155;2430430;74;53;28;0,00%;25;0,1360;75;400;30;CB1
COR6SKF35;6PK1180;2430440;59;39;25;0,00%;21;0,1420;75;400;30;CC1
COR6SKF43;6PK1205;2430460;104;69;41;0,00%;28;0,1500;75;400;30;CB1
COR7SKF3;7PK1350;2430500;4;3;3;0,00%;3;0,1890;150;400;20;CD2
COR7SKF5;7PK1385;2430550;10;7;7;0,00%;5;0,1940;150;400;20;CD1
COR7SKF7;7PK1468;2430570;23;18;14;0,00%;14;0,3500;150;370;30;CC1
COR7SKF8;7PK1515;2430580;1.769;783;222;0,07%;36;;;;;AB1
COR7SKF9;7PK1525;2430600;234;122;55;0,01%;35;0,2200;75;370;25;BB1
COR7SKF10;7PK1530;2430650;182;112;49;0,01%;33;0,2200;150;400;20;BB1
COR7SKF11;7PK1535;2430700;159;124;63;0,01%;35;0,2300;75;375;25;BB1
COR7SKF12;7PK1545;2430750;179;159;73;0,01%;36;0,2200;150;400;20;BB1
COR7SKF13;7PK1555;2430800;317;194;96;0,01%;36;0,2180;150;400;20;BB1
COR7SKF14;7PK1575;2430850;14;13;11;0,00%;11;0,2210;150;400;20;CC1
COR7SKF15;7PK1580;2430900;10;9;6;0,00%;6;0,2210;150;400;20;CD1
COR7SKF16;7PK1730;2430950;18;30;16;0,00%;15;0,2500;150;400;20;CC1
COR7SKF18;7PK1952;2431000;7;8;5;0,00%;5;0,2780;150;400;20;CD9
COR7SKF19;7PK1980;2431050;24;19;12;0,00%;15;0,2770;150;400;20;CC1
COR8SKF;8PK1180;2431060;13;8;7;0,00%;6;0,2100;75;450;30;CD1
COR8SKF5;8PK1360;2431100;44;33;26;0,00%;17;0,2180;150;400;20;CC1
COR8SKF6;8PK1380;2431150;210;89;35;0,01%;35;0,2500;150;400;20;BB1
COR8SKF8;8PK1385;2431154;13;8;6;0,00%;5;0,2200;75;450;30;CD1
COR8SKF9;8PK1400;2431180;46;37;20;0,00%;20;0,2300;80;500;30;CC1
COR8SKF10;8PK1420;2431200;312;151;73;0,01%;36;0,2300;75;350;29;BB1
COR8SKF11;8PK1435;2431250;40;33;25;0,00%;20;0,2300;75;350;29;CC1
COR8SKF12;8PK1443;2431300;94;51;32;0,00%;26;0,2400;150;400;20;CC1
COR8SKF13;8PK1450;2431320;48;31;20;0,00%;17;0,2300;80;500;30;CC1
COR8SKF14;8PK1475;2431330;63;42;27;0,00%;25;0,2400;80;500;30;CC1
COR8SKF15;8PK1500;2431350;87;55;38;0,00%;25;0,2400;150;400;20;CB1
COR8SKF16;8PK1535;2431380;48;41;26;0,00%;20;0,2500;150;400;30;CC1
COR8SKF17;8PK1550;2431400;284;144;54;0,01%;36;0,2600;75;385;29;BB1
COR8SKF18;8PK1575;2431450;44;31;22;0,00%;22;0,2600;150;400;20;CC1
COR8SKF19;8PK1600;2431500;72;47;24;0,00%;24;0,2220;150;400;20;CB1
COR8SKF20;8PK1615;2431550;100;55;35;0,01%;27;0,2580;75;400;29;CB1
COR8SKF21;8PK1660;2431600;46;32;24;0,00%;22;0,2660;150;400;20;CC1
COR8SKF22;8PK1700;2431650;95;52;37;0,01%;27;0,2720;150;400;20;CB1
COR8SKF24;8PK1840;2431700;27;19;15;0,00%;16;0,2950;75;420;29;CC1
COR8SKF23;8PK1815;2431720;48;26;16;0,00%;15;0,2100;150;400;30;CC1
COR8SKF25;8PK1855;2431730;29;18;12;0,00%;15;0,3100;150;400;30;CC1
COR8SKF26;8PK1880;2431750;36;26;15;0,00%;19;0,3100;150;400;20;CC1
COR8SKF27;8PK1930;2431770;90;36;27;0,01%;21;0,3170;150;400;30;CC1
COR8SKF28;8PK1980;2431800;58;47;31;0,00%;30;0,3170;150;400;20;CC1
COR8SKF29;8PK1995;2431820;19;13;9;0,00%;9;0,3530;150;450;30;CC1
COR8SKF31;8PK2120;2431830;64;39;27;0,00%;24;0,3500;75;450;29;CC1
COR8SKF30;8PK2095;2431840;50;32;20;0,00%;21;0,3600;150;450;30;CC1
COR8SKF32;8PK2205;2431850;162;106;56;0,01%;34;0,3530;75;450;29;BB1
COR8SKF33;8PK2250;2431900;26;17;10;0,00%;13;0,3600;150;400;20;CC1
COR9SKF;9PK2295;2431950;12;8;6;0,00%;5;0,3700;150;420;20;CD1
COR8SKF34;8PK2430;2432140;3;3;3;0,00%;3;0,3600;150;400;20;CD2
COR3SKF18;VKMV 3SK856;2437102;15;11;11;0,00%;9;0,0570;81;425;16;CC1
COR4SKF35;VKMV 4SK663;2437140;1;1;1;0,00%;1;0,0587;80;335;15;CD9
COR4SKF42;VKMV 4SK711;2437160;2;1;1;0,00%;1;0,0515;80;335;15;CD9
COR4SKF55;VKMV 4SK810;2437220;2;2;1;0,00%;2;0,0700;81;450;16;CD9
COR4SKF58;VKMV 4SK824;2437240;1;1;1;0,00%;1;0,0870;81;350;15;CD9
COR4SKF61;VKMV 4SK830;2437260;1;1;1;0,00%;1;0,0700;81;350;16;CD9
COR4SKF73;VKMV 4SK895;2437300;5;2;2;0,00%;2;0,0750;82;450;15;OO9
COR4SKF76;VKMV 4SK903;2437320;138;56;32;0,01%;30;0,0643;82;450;15;CB1
COR4SKF80;VKMV 4SK917;2437360;1;1;1;0,00%;1;0,0666;82;450;15;CD9
COR4SKF81;VKMV 4SK922;2437380;2;2;2;0,00%;2;0,0650;82;450;15;CD2
COR4SKF5;VKMV 4SK1022;2437420;6;7;5;0,00%;6;0,0680;81;250;15;CD1
COR5SKF37;VKMV 5PK1747;2437444;33;23;18;0,00%;14;0,1430;80;285;24;CC1
COR5SKF4;VKMV 5PK1030;2437446;70;34;22;0,00%;11;0,0890;82;320;19;CB1
COR5SKF49;VKMV 5SK690;2437450;1;1;1;0,00%;1;0,0640;80;470;20;CD9
COR5SKF51;VKMV 5SK711;2437460;13;9;6;0,00%;8;0,0600;80;470;20;CC1
COR6SKF152;VKMV 6SK780;2437500;3;3;3;0,00%;2;0,1100;120;345;22;CD2
COR6SKF158;VKMV 6SK873;2437540;1;1;1;0,00%;1;0,0877;81;450;26;CD9
COR6SKF172;VKMV 6SK989;2437550;16;14;10;0,00%;11;0,0980;80;300;24;CC1
COR6SKF4;VKMV 6SK1019;2437560;34;15;13;0,00%;12;0,1020;120;460;25;CC1
COR6SKF6;VKMV 6SK1029;2437580;300;208;71;0,01%;32;0,1230;120;170;22;BB1
COR6SKF10;VKMV 6SK1042;2437600;19;15;13;0,00%;12;0,1000;200;450;22;CC1
COR6SKF20;VKMV 6SK1090;2437620;14;10;6;0,00%;10;0,1066;80;300;21;CD1
COR6SKF37;VKMV 6DK1188;2437640;8;8;5;0,00%;8;0,1666;81;460;28;CD1
COR6SKF40;VKMV 6DK1195;2437660;455;341;130;0,03%;36;0,1520;80;285;24;AB1
COR6SKF44;VKMV 6DK1215;2437680;7;8;7;0,00%;5;0,1600;120;320;25;CD2
COR6SKF11;VKMV 6PK1045;2437754;65;46;29;0,00%;14;0,1040;81;462;28;CB1
COR6SKF103;VKMV 6DK1825;2437760;4;1;1;0,00%;1;0,3030;100;440;24;CD9
COR6SKF102;VKMV 6PK1822;2437764;155;69;34;0,01%;17;0,2220;80;462;23;BB1
COR7SKF;VKMV 7PK1127;2437845;9;9;7;0,00%;5;0,1310;120;290;25;CD2
COR7SKF17;VKMV 7PK1792;2437850;20;12;9;0,00%;7;0,1910;110;280;30;CC1
COR868SKF;5SK0868;2437884;124;107;64;0,01%;34;;;;;CB1
COR3SKF13;3SK0796;2437900;2.591;1134;233;0,07%;35;0,1500;;;;AA1
COR3SKF21;3SK0888;2437915;12;8;8;0,00%;4;0,0500;10;425;425;CC1
COR6SKF150;6SK0762;2437920;94;60;39;0,00%;27;0,0800;5;360;20;CB1
COR4SKF41;4SK0711;2437930;1;1;1;0,00%;1;;;;;CD9
COR6SKF42;6SK1200;2437940;3.585;1516;257;0,17%;36;;;;;AA1
COR4SKF75;4SK0903;2437950;2;2;2;0,00%;2;;;;;CD2
COR6SKF14;6SK1059;2437960;246;218;91;0,01%;36;;;;;BB1
AUT1000SKF;VKMA 01000 A;2440000;4.038;1623;247;0,23%;36;0,6700;165;365;70;AA1
AUT1000SKF2;VKMA 01000 AD;2440000;31;21;16;0,00%;13;0,6600;165;365;70;BC1
AUT2193SKF2;VKMC 02193-2;2440010;1;1;1;0,00%;1;1,3610;180;280;146;CD9
AUT1010SKF;VKMA 01010 A;2440050;331;223;79;0,03%;36;0,6600;165;365;70;AB1
AUT1011SKF;VKMA 01011 A;2440100;20;22;12;0,00%;16;0,6800;165;365;70;CC1
AUT1263SKF;VKMA 01263;2440130;11;13;10;0,01%;10;2,0760;143;336;67;CD1
AUT2206SKF2;VKMA 02206/1 A;2440140;1.880;1070;216;0,27%;36;0,5600;165;365;70;AA1
AUT1013SKF3;VKMA 01013 A;2440150;626;439;140;0,15%;36;0,6400;165;365;70;AB1
AUT1014SKF3;VKMA 01014 A;2440160;13;15;7;0,00%;11;0,7200;165;365;70;CC1
AUT1016SKF3;VKMA 01016;2440163;1;1;1;0,00%;1;0,6620;141;330;46;CD9
AUT1148SKF;VKMA 01148;2440170;931;639;201;0,48%;36;2,0790;143;336;67;AB1
AUT1106SKF2;VKMA 01106 A;2440180;735;390;127;0,11%;36;0,5600;165;365;70;AB1
AUT1107SKF;VKMA 01107 A;2440190;5.991;2273;309;0,69%;36;0,5600;165;365;70;AA1
AUT1113SKF;VKMA 01113;2440200;568;395;138;0,11%;36;0,7100;143;336;50;AB1
AUT1130SKF;VKMA 01130;2440210;47;43;23;0,03%;25;1,7170;143;336;67;AC1
AUT1250SKF;VKMA 01250;2440230;328;280;119;0,16%;36;1,1730;143;336;67;AB1
AUT1251SKF;VKMA 01251;2440240;38;38;26;0,02%;22;1,8110;143;336;67;BC1
AUT1908SKF;VKMA 01908;2440250;;2;1;0,00%;1;1,3540;180;280;146;CD9
AUT1952SKF;VKMA 01952;2440260;4;4;3;0,00%;4;2,6870;180;280;146;CD2
AUT2111SKF;VKMA 02111;2440270;1;1;1;0,00%;1;0,4960;141;330;46;CD9
AUT2152SKF2;VKMA 02152 A;2440280;638;401;122;0,11%;36;1,1600;165;365;70;AB1
AUT2168SKF;VKMA 02168;2440290;6;6;5;0,00%;5;1,1400;141;330;64;CD2
AUT2169SKF;VKMA 02169;2440300;3;3;3;0,00%;2;1,1500;143;336;67;OO9
AUT2204SKF;VKMA 02204 A;2440310;272;218;95;0,04%;36;0,6200;165;365;70;AB1
AUT2206SKF;VKMA 02206 A;2440320;2.999;1011;193;0,23%;36;0,5400;165;365;70;AB1
AUT2242SKF;VKMA 02242 A;2440330;91;84;52;0,02%;31;1,0600;165;365;70;BB1
AUT2383SKF;VKMA 02383;2440340;57;63;42;0,02%;29;0,8150;141;330;46;BB1
AUT2386SKF;VKMA 02386;2440350;101;97;48;0,03%;33;0,8100;141;330;46;AB1
AUT2390SKF;VKMA 02390;2440360;364;223;91;0,17%;36;1,2680;143;336;67;AB1
AUT2412SKF;VKMA 02412 A;2440370;172;140;60;0,02%;36;0,4200;165;365;70;BB1
AUT2410SKF;VKMA 02410 A;2440380;1.280;537;127;0,07%;36;0,4500;165;365;70;AB1
AUT1255SKF;VKMA 01255;2440390;15;17;10;0,01%;10;1,9580;143;336;67;BC1
AUT2630SKF2;VKMA 02630 A;2440400;147;110;46;0,03%;36;1,1800;165;365;70;BB1
AUT1142SKF;VKMA 01142;2440420;5;4;4;0,00%;4;1,1710;143;336;67;CD2
AUT1222SKF;VKMA 01222;2440440;28;27;20;0,02%;21;0,8400;141;330;64;BC1
AUT3110SKF2;VKMA 03110 A;2440450;75;51;30;0,01%;26;0,5600;70;365;165;CC1
AUT1259SKF;VKMA 01259;2440480;28;37;24;0,02%;19;1,9980;143;336;67;BC1
AUT3111SKF3;VKMA 03111 A;2440500;84;80;42;0,01%;31;0,5400;70;365;165;BB1
AUT2986SKF;VKMA 02986;2440510;11;17;9;0,01%;11;0,9920;141;330;46;BC1
AUT3132SKF;VKMA 03132;2440530;86;75;41;0,03%;32;0,9560;141;330;46;AB1
AUT1269SKF;VKMA 01269 A;2440540;103;82;45;0,06%;13;1,9200;50;250;50;CD2
AUT1280SKF;VKMA 01280 A;2440544;144;97;58;0,04%;17;0,7560;67;336;143;AB1
AUT3140SKF;VKMA 03140 A;2440550;249;206;90;0,06%;36;0,8200;165;365;70;AB1
AUT3213SKF;VKMA 03213;2440580;11;15;8;0,00%;12;0,8040;141;330;46;CD2
AUT3201SKF;VKMA 03201 A;2440600;100;76;42;0,01%;34;0,5600;165;365;70;BB1
AUT3205SKF;VKMA 03205;2440604;1;1;1;0,00%;1;0,8340;141;330;46;CD9
AUT3214SKF;VKMA 03214;2440610;35;37;21;0,01%;25;0,8100;141;330;64;BC1
AUT3216SKF;VKMA 03216;2440610;4;6;5;0,00%;5;0,8130;143;336;50;CD9
AUT3235SKF2;VKMA 03235;2440630;55;52;35;0,01%;27;0,8810;141;330;64;BC1
AUT3240SKF;VKMA 03240;2440640;31;35;23;0,01%;19;1,3740;143;336;50;BC1
AUT3241SKF;VKMA 03241 A;2440650;175;145;64;0,04%;35;1,6600;165;365;70;AB1
AUT3244SKF;VKMA 03244 A;2440700;655;451;146;0,12%;36;1,0000;165;365;70;AB1
AUT3316SKF;VKMA 03316;2440720;461;323;111;0,16%;36;0,8980;141;330;46;AB1
AUT3317SKF;VKMA 03317;2440722;1;1;1;0,00%;1;0,5810;143;336;50;CD9
AUT3247SKF;VKMA 03247 A;2440750;204;170;80;0,04%;35;1,0200;165;365;70;AB1
AUT3248SKF;VKMA 03248;2440760;4;4;3;0,00%;3;0,8140;141;330;46;CD2
AUT3254SKF;VKMA 03254;2440770;1;1;1;0,00%;1;0,4320;141;330;46;CD9
AUT3254SKF2;VKMA 03254 A;2440770;2.076;1120;213;0,24%;36;0,5200;165;365;70;AA1
AUT3254SKF3;VKMC 03254 A;2440775;82;67;42;0,01%;13;1,1000;185;285;145;BB1
AUT3254SKF4;VKMC 03254 A1;2440777;7;7;7;0,00%;6;1,1000;180;280;146;CD1
AUT3256SKF2;VKMA 03256 A;2440780;1.113;720;191;0,27%;36;0,8800;70;365;165;AB1
AUT3263SKF;VKMA 03263;2440790;7;9;6;0,00%;5;0,7840;141;330;64;CD1
AUT3263SKF2;VKMA 03263 A;2440790;299;251;108;0,09%;34;0,9400;143;336;67;AB1
AUT4106SKF;VKMA 04106 A;2440800;74;66;42;0,03%;28;1,1400;165;365;70;BB1
AUT3257SKF;VKMA 03257;2440810;17;19;11;0,00%;11;0,8360;143;336;67;CC1
AUT3261SKF;VKMA 03261;2440820;;2;1;0,00%;2;2,4860;141;330;106;CD9
AUT3259SKF;VKMA 03259;2440830;259;265;110;0,07%;36;0,8950;143;336;67;AB1
AUT4107SKF;VKMA 04107 A;2440850;117;111;60;0,04%;33;1,1800;165;365;70;AB1
AUT4108SKF;VKMA 04108;2440860;92;87;46;0,02%;33;0,4320;51;146;339;BB1
AUT3902SKF;VKMA 03902;2440870;5;5;5;0,01%;5;2,9730;141;330;106;CD2
AUT33165SKF;VKMA 33165;2440880;2;2;2;0,00%;2;1,0000;185;250;110;OO9
AUT4212SKF;VKMA 04212 A;2440900;156;137;64;0,04%;35;0,9800;165;365;70;AB1
AUT4213SKF;VKMA 04213;2440910;8;8;8;0,00%;7;0,9420;141;330;64;CD1
AUT4214SKF;VKMA 04214;2440920;52;46;34;0,01%;27;0,7560;141;330;64;BC1
AUT4215SKF;VKMA 04215;2440924;2;2;2;0,00%;2;0,6960;141;330;64;CD2
AUT4301SKF;VKMA 04301;2440930;10;9;3;0,00%;8;0,7510;141;330;64;CD1
AUT4305SKF;VKMA 04305;2440950;2;2;2;0,00%;2;0,5910;141;330;46;CD9
AUT5010SKF;VKMA 05010 A;2440960;223;154;63;0,04%;35;0,5800;165;365;70;AB1
AUT5012SKF;VKMA 05012 A;2440970;6.605;2584;325;0,74%;36;0,6000;165;365;70;AA1
AUT5121SKF;VKMA 05121 A;2440980;946;528;139;0,11%;36;0,5800;165;365;70;AB1
AUT5150SKF;VKMA 05150;2441000;42;43;27;0,01%;23;0,8420;141;330;46;BC1
AUT4226SKF2;VKMA 04226 A;2441010;1.212;756;178;0,19%;36;0,5600;70;365;165;AB1
AUT4226SKF3;VKMA 04226 A1;2441010;49;40;31;0,01%;19;0,5560;70;365;165;BC1
AUT5156SKF;VKMA 05156;2441020;24;23;16;0,01%;17;0,7930;141;330;46;CC1
AUT4314SKF;VKMA 04314 A;2441040;17;13;9;0,00%;13;0,8200;70;365;165;CC1
AUT5214SKF;VKMA 05214 A;2441050;85;75;44;0,03%;30;1,1600;165;365;70;AB1
AUT5151SKF;VKMA 05151 A;2441070;42;42;33;0,02%;26;0,8900;165;365;70;BC1
AUT5121SKF2;VKMA 05121 A1;2441080;28;20;15;0,00%;13;0,6000;165;365;70;CD1
AUT5222SKF;VKMA 05222 A;2441100;8;7;6;0,00%;7;0,9000;165;365;70;CD2
AUT5224SKF;VKMA 05224;2441120;;2;2;0,00%;2;0,7970;141;330;64;CD9
AUT5224SKF2;VKMA 05224 A;2441120;43;45;28;0,02%;25;0,8000;70;365;165;BC1
AUT5228SKF;VKMA 05228;2441130;23;22;17;0,01%;18;0,8380;141;330;46;BC1
AUT5260SKF;VKMA 05260;2441140;319;282;122;0,15%;35;1,0540;143;336;67;AB1
AUT5402SKF;VKMA 05402 A;2441150;612;441;146;0,09%;36;0,6000;165;365;70;AB1
AUT5701SKF;VKMA 05701;2441160;34;36;26;0,02%;21;0,7600;141;330;64;BC1
